occupation_code,occupation_name,employment,year,occ_clean
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179230.0,2023,cutting punching press machine setters operators tenders metal plastic
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5740.0,2023,drilling boring machine tool setters operators tenders metal plastic
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",75260.0,2023,grinding lapping polishing buffing machine tool setters operators tenders metal plastic
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19560.0,2023,lathe turning machine tool setters operators tenders metal plastic
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13990.0,2023,milling planing machine setters operators tenders metal plastic
51-4040,Machinists,290720.0,2023,machinists
51-4041,Machinists,290720.0,2023,machinists
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",26340.0,2023,metal furnace operators tenders pourers casters
51-4051,Metal-Refining Furnace Operators and Tenders,20870.0,2023,metal refining furnace operators tenders
51-4052,"Pourers and Casters, Metal",5460.0,2023,pourers casters metal
51-4060,"Model Makers and Patternmakers, Metal and Plastic",4990.0,2023,model makers patternmakers metal plastic
51-4061,"Model Makers, Metal and Plastic",2840.0,2023,model makers metal plastic
51-4062,"Patternmakers, Metal and Plastic",2150.0,2023,patternmakers metal plastic
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",170760.0,2023,molders molding machine setters operators tenders metal plastic
51-4071,Foundry Mold and Coremakers,11780.0,2023,foundry mold coremakers
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",158980.0,2023,molding coremaking casting machine setters operators tenders metal plastic
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",127790.0,2023,multiple machine tool setters operators tenders metal plastic
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",127790.0,2023,multiple machine tool setters operators tenders metal plastic
51-4110,Tool and Die Makers,58150.0,2023,tool die makers
51-4111,Tool and Die Makers,58150.0,2023,tool die makers
51-4120,"Welding, Soldering, and Brazing Workers",454760.0,2023,welding soldering brazing workers
51-4121,"Welders, Cutters, Solderers, and Brazers",421730.0,2023,welders cutters solderers brazers
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33020.0,2023,welding soldering brazing machine setters operators tenders
51-4190,Miscellaneous Metal Workers and Plastic Workers,80600.0,2023,miscellaneous metal workers plastic workers
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14950.0,2023,heat treating equipment setters operators tenders metal plastic
51-4192,"Layout Workers, Metal and Plastic",6660.0,2023,layout workers metal plastic
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31970.0,2023,plating machine setters operators tenders metal plastic
51-4194,"Tool Grinders, Filers, and Sharpeners",6660.0,2023,tool grinders filers sharpeners
51-4199,"Metal Workers and Plastic Workers, All Other",20370.0,2023,metal workers plastic workers all other
51-5100,Printing Workers,213920.0,2023,printing workers
51-5110,Printing Workers,213920.0,2023,printing workers
51-5111,Prepress Technicians and Workers,23590.0,2023,prepress technicians workers
51-5112,Printing Press Operators,151450.0,2023,printing press operators
51-5113,Print Binding and Finishing Workers,38880.0,2023,print binding finishing workers
51-6000,"Textile, Apparel, and Furnishings Workers",473970.0,2023,textile apparel furnishings workers
51-6010,Laundry and Dry-Cleaning Workers,185000.0,2023,laundry dry cleaning workers
51-6011,Laundry and Dry-Cleaning Workers,185000.0,2023,laundry dry cleaning workers
51-6020,"Pressers, Textile, Garment, and Related Materials",28700.0,2023,pressers textile garment related materials
51-6021,"Pressers, Textile, Garment, and Related Materials",28700.0,2023,pressers textile garment related materials
51-6030,Sewing Machine Operators,116130.0,2023,sewing machine operators
51-6031,Sewing Machine Operators,116130.0,2023,sewing machine operators
51-6040,Shoe and Leather Workers,11850.0,2023,shoe leather workers
51-6041,Shoe and Leather Workers and Repairers,7230.0,2023,shoe leather workers repairers
51-6042,Shoe Machine Operators and Tenders,4630.0,2023,shoe machine operators tenders
51-6050,"Tailors, Dressmakers, and Sewers",18340.0,2023,tailors dressmakers sewers
51-6051,"Sewers, Hand",3390.0,2023,sewers hand
51-6052,"Tailors, Dressmakers, and Custom Sewers",14950.0,2023,tailors dressmakers custom sewers
51-6060,"Textile Machine Setters, Operators, and Tenders",55950.0,2023,textile machine setters operators tenders
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6650.0,2023,textile bleaching dyeing machine operators tenders
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",9760.0,2023,textile cutting machine setters operators tenders
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",15980.0,2023,textile knitting weaving machine setters operators tenders
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",23550.0,2023,textile winding twisting drawing out machine setters operators tenders
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",58010.0,2023,miscellaneous textile apparel furnishings workers
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14520.0,2023,extruding forming machine setters operators tenders synthetic glass fibers
51-6092,Fabric and Apparel Patternmakers,2670.0,2023,fabric apparel patternmakers
51-6093,Upholsterers,25740.0,2023,upholsterers
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",15080.0,2023,textile apparel furnishings workers all other
51-7000,Woodworkers,216330.0,2023,woodworkers
51-7010,Cabinetmakers and Bench Carpenters,88460.0,2023,cabinetmakers bench carpenters
51-7011,Cabinetmakers and Bench Carpenters,88460.0,2023,cabinetmakers bench carpenters
51-7020,Furniture Finishers,14380.0,2023,furniture finishers
51-7021,Furniture Finishers,14380.0,2023,furniture finishers
51-7030,"Model Makers and Patternmakers, Wood",850.0,2023,model makers patternmakers wood
51-7031,"Model Makers, Wood",590.0,2023,model makers wood
51-7032,"Patternmakers, Wood",260.0,2023,patternmakers wood
51-7040,"Woodworking Machine Setters, Operators, and Tenders",104820.0,2023,woodworking machine setters operators tenders
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43570.0,2023,sawing machine setters operators tenders wood
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61250.0,2023,woodworking machine setters operators tenders except sawing
51-7090,Miscellaneous Woodworkers,7830.0,2023,miscellaneous woodworkers
51-7099,"Woodworkers, All Other",7830.0,2023,woodworkers all other
51-8000,Plant and System Operators,283480.0,2023,plant system operators
51-8010,"Power Plant Operators, Distributors, and Dispatchers",46300.0,2023,power plant operators distributors dispatchers
51-8011,Nuclear Power Reactor Operators,5760.0,2023,nuclear power reactor operators
51-8012,Power Distributors and Dispatchers,9040.0,2023,power distributors dispatchers
51-8013,Power Plant Operators,31490.0,2023,power plant operators
51-8020,Stationary Engineers and Boiler Operators,33840.0,2023,stationary engineers boiler operators
51-8021,Stationary Engineers and Boiler Operators,33840.0,2023,stationary engineers boiler operators
51-8030,Water and Wastewater Treatment Plant and System Operators,120710.0,2023,water wastewater treatment plant system operators
51-8031,Water and Wastewater Treatment Plant and System Operators,120710.0,2023,water wastewater treatment plant system operators
51-8090,Miscellaneous Plant and System Operators,82630.0,2023,miscellaneous plant system operators
51-8091,Chemical Plant and System Operators,17980.0,2023,chemical plant system operators
51-8092,Gas Plant Operators,15930.0,2023,gas plant operators
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33360.0,2023,petroleum pump system operators refinery operators gaugers
51-8099,"Plant and System Operators, All Other",15370.0,2023,plant system operators all other
51-9000,Other Production Occupations,2532530.0,2023,other production occupations
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",173420.0,2023,chemical processing machine setters operators tenders
51-9011,Chemical Equipment Operators and Tenders,120260.0,2023,chemical equipment operators tenders
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",53170.0,2023,separating filtering clarifying precipitating still machine setters operators tenders
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",144230.0,2023,crushing grinding polishing mixing blending workers
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",26210.0,2023,crushing grinding polishing machine setters operators tenders
51-9022,"Grinding and Polishing Workers, Hand",12290.0,2023,grinding polishing workers hand
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",105740.0,2023,mixing blending machine setters operators tenders
51-9030,Cutting Workers,59950.0,2023,cutting workers
51-9031,"Cutters and Trimmers, Hand",7220.0,2023,cutters trimmers hand
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",52720.0,2023,cutting slicing machine setters operators tenders
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57080.0,2023,extruding forming pressing compacting machine setters operators tenders
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57080.0,2023,extruding forming pressing compacting machine setters operators tenders
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14820.0,2023,furnace kiln oven drier kettle operators tenders
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14820.0,2023,furnace kiln oven drier kettle operators tenders
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",584630.0,2023,inspectors testers sorters samplers weighers
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",584630.0,2023,inspectors testers sorters samplers weighers
51-9070,Jewelers and Precious Stone and Metal Workers,24060.0,2023,jewelers precious stone metal workers
51-9071,Jewelers and Precious Stone and Metal Workers,24060.0,2023,jewelers precious stone metal workers
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,64970.0,2023,dental ophthalmic laboratory technicians medical appliance technicians
51-9081,Dental Laboratory Technicians,34190.0,2023,dental laboratory technicians
51-9082,Medical Appliance Technicians,12550.0,2023,medical appliance technicians
51-9083,Ophthalmic Laboratory Technicians,18240.0,2023,ophthalmic laboratory technicians
51-9110,Packaging and Filling Machine Operators and Tenders,371600.0,2023,packaging filling machine operators tenders
51-9111,Packaging and Filling Machine Operators and Tenders,371600.0,2023,packaging filling machine operators tenders
51-9120,Painting Workers,166570.0,2023,painting workers
51-9123,"Painting, Coating, and Decorating Workers",10700.0,2023,painting coating decorating workers
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",155880.0,2023,coating painting spraying machine setters operators tenders
51-9140,Semiconductor Processing Technicians,26450.0,2023,semiconductor processing technicians
51-9141,Semiconductor Processing Technicians,26450.0,2023,semiconductor processing technicians
51-9150,Photographic Process Workers and Processing Machine Operators,5770.0,2023,photographic process workers processing machine operators
51-9151,Photographic Process Workers and Processing Machine Operators,5770.0,2023,photographic process workers processing machine operators
51-9160,Computer Numerically Controlled Tool Operators and Programmers,215710.0,2023,computer numerically controlled tool operators programmers
51-9161,Computer Numerically Controlled Tool Operators,187670.0,2023,computer numerically controlled tool operators
51-9162,Computer Numerically Controlled Tool Programmers,28030.0,2023,computer numerically controlled tool programmers
51-9190,Miscellaneous Production Workers,623280.0,2023,miscellaneous production workers
51-9191,Adhesive Bonding Machine Operators and Tenders,12510.0,2023,adhesive bonding machine operators tenders
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",15210.0,2023,cleaning washing metal pickling equipment operators tenders
51-9193,Cooling and Freezing Equipment Operators and Tenders,6500.0,2023,cooling freezing equipment operators tenders
51-9194,Etchers and Engravers,8140.0,2023,etchers engravers
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",38480.0,2023,molders shapers casters except metal plastic
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",96460.0,2023,paper goods machine setters operators tenders
51-9197,Tire Builders,20660.0,2023,tire builders
51-9198,Helpers--Production Workers,181810.0,2023,helpers  production workers
51-9199,"Production Workers, All Other",243500.0,2023,production workers all other
53-0000,Transportation and Material Moving Occupations,13752760.0,2023,transportation material moving occupations
53-1000,Supervisors of Transportation and Material Moving Workers,603350.0,2023,supervisors of transportation material moving workers
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,603350.0,2023,first line supervisors of transportation material moving workers
53-1041,Aircraft Cargo Handling Supervisors,9020.0,2023,aircraft cargo handling supervisors
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",594330.0,2023,first line supervisors of transportation material moving workers except aircraft cargo handling supervisors
53-2000,Air Transportation Workers,313070.0,2023,air transportation workers
53-2010,Aircraft Pilots and Flight Engineers,146420.0,2023,aircraft pilots flight engineers
53-2011,"Airline Pilots, Copilots, and Flight Engineers",93670.0,2023,airline pilots copilots flight engineers
53-2012,Commercial Pilots,52750.0,2023,commercial pilots
53-2020,Air Traffic Controllers and Airfield Operations Specialists,40630.0,2023,air traffic controllers airfield operations specialists
53-2021,Air Traffic Controllers,22310.0,2023,air traffic controllers
53-2022,Airfield Operations Specialists,18320.0,2023,airfield operations specialists
53-2030,Flight Attendants,126020.0,2023,flight attendants
53-2031,Flight Attendants,126020.0,2023,flight attendants
53-3000,Motor Vehicle Operators,4353340.0,2023,motor vehicle operators
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11520.0,2023,ambulance drivers attendants except emergency medical technicians
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11520.0,2023,ambulance drivers attendants except emergency medical technicians
53-3030,Driver/Sales Workers and Truck Drivers,3511470.0,2023,driver/sales workers truck drivers
53-3031,Driver/Sales Workers,463120.0,2023,driver/sales workers
53-3032,Heavy and Tractor-Trailer Truck Drivers,2044400.0,2023,heavy tractor trailer truck drivers
53-3033,Light Truck Drivers,1003960.0,2023,light truck drivers
53-3050,Passenger Vehicle Drivers,779210.0,2023,passenger vehicle drivers
53-3051,"Bus Drivers, School",371530.0,2023,bus drivers school
53-3052,"Bus Drivers, Transit and Intercity",184990.0,2023,bus drivers transit intercity
53-3053,Shuttle Drivers and Chauffeurs,204930.0,2023,shuttle drivers chauffeurs
53-3054,Taxi Drivers,17770.0,2023,taxi drivers
53-3090,Miscellaneous Motor Vehicle Operators,51140.0,2023,miscellaneous motor vehicle operators
53-3099,"Motor Vehicle Operators, All Other",51140.0,2023,motor vehicle operators all other
53-4000,Rail Transportation Workers,111600.0,2023,rail transportation workers
53-4010,Locomotive Engineers and Operators,34820.0,2023,locomotive engineers operators
53-4011,Locomotive Engineers,32390.0,2023,locomotive engineers
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2430.0,2023,rail yard engineers dinkey operators hostlers
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",13610.0,2023,railroad brake signal switch operators locomotive firers
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",13610.0,2023,railroad brake signal switch operators locomotive firers
53-4030,Railroad Conductors and Yardmasters,46490.0,2023,railroad conductors yardmasters
53-4031,Railroad Conductors and Yardmasters,46490.0,2023,railroad conductors yardmasters
53-4040,Subway and Streetcar Operators,14860.0,2023,subway streetcar operators
53-4041,Subway and Streetcar Operators,14860.0,2023,subway streetcar operators
53-4090,Miscellaneous Rail Transportation Workers,1830.0,2023,miscellaneous rail transportation workers
53-4099,"Rail Transportation Workers, All Other",1830.0,2023,rail transportation workers all other
53-5000,Water Transportation Workers,76040.0,2023,water transportation workers
53-5010,Sailors and Marine Oilers,29960.0,2023,sailors marine oilers
53-5011,Sailors and Marine Oilers,29960.0,2023,sailors marine oilers
53-5020,Ship and Boat Captains and Operators,37220.0,2023,ship boat captains operators
53-5021,"Captains, Mates, and Pilots of Water Vessels",34520.0,2023,captains mates pilots of water vessels
53-5022,Motorboat Operators,2710.0,2023,motorboat operators
53-5030,Ship Engineers,8860.0,2023,ship engineers
53-5031,Ship Engineers,8860.0,2023,ship engineers
53-6000,Other Transportation Workers,305390.0,2023,other transportation workers
53-6010,Bridge and Lock Tenders,3460.0,2023,bridge lock tenders
53-6011,Bridge and Lock Tenders,3460.0,2023,bridge lock tenders
53-6020,Parking Attendants,118130.0,2023,parking attendants
53-6021,Parking Attendants,118130.0,2023,parking attendants
53-6030,Transportation Service Attendants,117460.0,2023,transportation service attendants
53-6031,Automotive and Watercraft Service Attendants,92530.0,2023,automotive watercraft service attendants
53-6032,Aircraft Service Attendants,24940.0,2023,aircraft service attendants
53-6040,Traffic Technicians,7530.0,2023,traffic technicians
53-6041,Traffic Technicians,7530.0,2023,traffic technicians
53-6050,Transportation Inspectors,27670.0,2023,transportation inspectors
53-6051,Transportation Inspectors,27670.0,2023,transportation inspectors
53-6060,Passenger Attendants,20190.0,2023,passenger attendants
53-6061,Passenger Attendants,20190.0,2023,passenger attendants
53-6090,Miscellaneous Transportation Workers,10940.0,2023,miscellaneous transportation workers
53-6099,"Transportation Workers, All Other",10940.0,2023,transportation workers all other
53-7000,Material Moving Workers,7989980.0,2023,material moving workers
53-7010,Conveyor Operators and Tenders,24660.0,2023,conveyor operators tenders
53-7011,Conveyor Operators and Tenders,24660.0,2023,conveyor operators tenders
53-7020,Crane and Tower Operators,42260.0,2023,crane tower operators
53-7021,Crane and Tower Operators,42260.0,2023,crane tower operators
53-7030,Dredge Operators,940.0,2023,dredge operators
53-7031,Dredge Operators,940.0,2023,dredge operators
53-7040,Hoist and Winch Operators,2230.0,2023,hoist winch operators
53-7041,Hoist and Winch Operators,2230.0,2023,hoist winch operators
53-7050,Industrial Truck and Tractor Operators,778920.0,2023,industrial truck tractor operators
53-7051,Industrial Truck and Tractor Operators,778920.0,2023,industrial truck tractor operators
53-7060,Laborers and Material Movers,6935980.0,2023,laborers material movers
53-7061,Cleaners of Vehicles and Equipment,365290.0,2023,cleaners of vehicles equipment
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",3008300.0,2023,laborers freight stock material movers hand
53-7063,Machine Feeders and Offbearers,44500.0,2023,machine feeders offbearers
53-7064,"Packers and Packagers, Hand",645210.0,2023,packers packagers hand
53-7065,Stockers and Order Fillers,2872680.0,2023,stockers order fillers
53-7070,Pumping Station Operators,34200.0,2023,pumping station operators
53-7071,Gas Compressor and Gas Pumping Station Operators,4400.0,2023,gas compressor gas pumping station operators
53-7072,"Pump Operators, Except Wellhead Pumpers",11570.0,2023,pump operators except wellhead pumpers
53-7073,Wellhead Pumpers,18230.0,2023,wellhead pumpers
53-7080,Refuse and Recyclable Material Collectors,135430.0,2023,refuse recyclable material collectors
53-7081,Refuse and Recyclable Material Collectors,135430.0,2023,refuse recyclable material collectors
53-7120,"Tank Car, Truck, and Ship Loaders",11400.0,2023,tank car truck ship loaders
53-7121,"Tank Car, Truck, and Ship Loaders",11400.0,2023,tank car truck ship loaders
53-7190,Miscellaneous Material Moving Workers,23970.0,2023,miscellaneous material moving workers
53-7199,"Material Moving Workers, All Other",23970.0,2023,material moving workers all other
