occupation_code,ai_exposure,occupation_name,employment_2023_x,employment_2023_y,weekly_pay,adverts,education_required,employment_growth,log_pay,log_employment,advert_intensity,skill,ai_skill_interaction,ai_exposure_z,pay_z,employment_z,advert_intensity_z,exposure_quantile,bls_outlook
25-1066,1.33366,"Psychology Teachers, Postsecondary",40610.0,40610.0,82140.0,4.0,Doctoral or professional degree,0.0,11.316180387510547,10.611769620680343,9.849790691947795e-05,6.0,8.00196,1.3406041311214216,0.5837850513049846,-0.3362456342874578,-0.086399222839267,High,
25-1067,1.349229,"Sociology Teachers, Postsecondary",12870.0,12870.0,82670.0,1.1,Doctoral or professional degree,0.0,11.32261205824672,9.462654300590172,8.547008547008548e-05,6.0,8.095374,1.3560454439150404,0.6013775000024943,-0.402965889509757,-0.1080375576278965,High,
25-1071,0.924754,"Health Specialties Teachers, Postsecondary",225360.0,225360.0,105650.0,27.4,Doctoral or professional degree,0.0,11.567887023044202,12.325454402550257,0.0001215832445864,6.0,5.548524,0.9350517225410684,1.3641595208869757,0.1081151138134712,-0.0480560303809788,Upper-middle,
25-1072,0.5170682,"Nursing Instructors and Teachers, Postsecondary",72700.0,72700.0,80780.0,8.6,Doctoral or professional degree,0.0,11.299484689117405,11.194096663521613,0.0001182943603851,6.0,3.1024092,0.5307095066430184,0.5386421640811859,-0.2590627579326063,-0.0535186457311435,Upper-middle,
25-1081,1.192988,"Education Teachers, Postsecondary",60860.0,60860.0,73240.0,5.6,Doctoral or professional degree,0.0,11.201496998788446,11.016331423450962,9.201445941505091e-05,6.0,7.157928,1.2010858349364415,0.2883646863845371,-0.2875403290152314,-0.097167792874577,High,
25-1082,1.386292,"Library Science Teachers, Postsecondary",4220.0,4220.0,80310.0,0.4,Doctoral or professional degree,0.0,11.293649425182508,8.347590407030058,9.478672985781992e-05,6.0,8.317752,1.3928044763557814,0.5230413133494319,-0.4237708717618438,-0.0925632382145149,High,
25-1111,1.389999,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13390.0,13390.0,69030.0,1.2,Doctoral or professional degree,0.0,11.142296471697522,9.50226343868522,8.961911874533233e-05,6.0,8.339994,1.396481073858893,0.1486208957873366,-0.4017151853743714,-0.1011462925451115,High,
25-1112,1.35645,"Law Teachers, Postsecondary",14570.0,14570.0,127360.0,2.2,Doctoral or professional degree,0.0,11.75477300107821,9.58671989918925,0.0001509951956074,6.0,8.1387,1.3632072217866262,2.084786051496292,-0.3988770490671503,0.0007952411421094,High,
25-1113,1.347327,"Social Work Teachers, Postsecondary",11730.0,11730.0,75020.0,1.3,Doctoral or professional degree,0.0,11.22551002363588,9.36990494164752,0.0001108269394714,6.0,8.083962,1.3541590429301689,0.3474487593686266,-0.4057078178065638,-0.06592152938794,High,
25-1121,0.7582769,"Art, Drama, and Music Teachers, Postsecondary",101500.0,101500.0,80360.0,9.0,Master's degree,0.0,11.294271818928872,11.52781407746398,8.866995073891625e-05,5.0,3.7913845,0.7699399636564538,0.5247009783208951,-0.1897929904343288,-0.1027227967344935,Upper-middle,
25-1122,1.347435,"Communications Teachers, Postsecondary",28520.0,28520.0,79910.0,2.7,Doctoral or professional degree,0.0,11.288656280368508,10.258360874528233,9.467040673211782e-05,6.0,8.08461,1.354266157181676,0.5097639935777264,-0.3653245054351722,-0.0927564430989523,High,
25-1123,1.417833,"English Language and Literature Teachers, Postsecondary",57600.0,57600.0,78130.0,5.1,Doctoral or professional degree,0.0,11.26612938499079,10.961277846683982,8.854166666666666e-05,6.0,8.506998,1.4240867967889197,0.4506799205936369,-0.2953812818639948,-0.1029358679462973,High,
25-1124,1.33412,"Foreign Language and Literature Teachers, Postsecondary",20820.0,20820.0,78760.0,1.9,Doctoral or professional degree,0.0,11.27416053275306,9.94366934216896,9.125840537944284e-05,6.0,8.004719999999999,1.3410603584889509,0.471591699234073,-0.3838445474399199,-0.0984235477530371,High,
25-1125,1.43749,"History Teachers, Postsecondary",20610.0,20610.0,82140.0,1.7,Doctoral or professional degree,0.0,11.316180387510547,9.933531673884504,8.248423095584667e-05,6.0,8.624939999999999,1.4435825823617996,0.5837850513049846,-0.3843496394945949,-0.1129968610586518,High,
25-1126,1.363522,"Philosophy and Religion Teachers, Postsecondary",20320.0,20320.0,79930.0,2.0,Doctoral or professional degree,0.0,11.288906530620064,9.919360901692418,9.84251968503937e-05,6.0,8.181132,1.3702212216630778,0.5104278595663116,-0.3850471475700984,-0.0865199893713738,High,
25-1192,1.211652,"Family and Consumer Sciences Teachers, Postsecondary",2660.0,2660.0,78410.0,0.2,Doctoral or professional degree,0.0,11.269706749224968,7.886081401775745,7.518796992481204e-05,6.0,7.269912,1.219596764474633,0.4599740444338308,-0.4275229841680005,-0.1251154596676403,High,
25-1193,1.16489,"Recreation and Fitness Studies Teachers, Postsecondary",13270.0,13270.0,75770.0,1.1,Doctoral or professional degree,0.0,11.23545771492542,9.493261127326251,8.289374529012811e-05,6.0,6.98934,1.173218277169398,0.3723437339405744,-0.4020038094056142,-0.1123166853055264,High,
25-1194,0.1622185,"Career/Technical Education Teachers, Postsecondary",111180.0,111180.0,62060.0,8.8,Bachelor's degree,0.0,11.035856938002372,11.61890578850746,7.915092642561613e-05,4.0,0.648874,0.1787700620787037,-0.0827364012346317,-0.1665106519140745,-0.1185332555861457,Upper-middle,
25-2011,0.0306372,"Preschool Teachers, Except Special Education",430240.0,430240.0,37130.0,65.5,Associate's degree,0.0,10.522180547171123,12.972098471502692,0.0001522406098921,3.0,0.0919116,0.0482679096545915,-0.9102453560061774,0.6008925431553839,0.0028637904654514,Upper-middle,
25-2012,0.3644047,"Kindergarten Teachers, Except Special Education",118580.0,118580.0,62690.0,12.8,Bachelor's degree,0.0,11.045957224268014,11.68334311726136,0.0001079440040479,4.0,1.4576188,0.3792980572455856,-0.0618246225941956,-0.1487121699874337,-0.0707098911344452,Upper-middle,
25-2021,0.8869491,"Elementary School Teachers, Except Special Education",1410070.0,1410070.0,63680.0,91.0,Bachelor's degree,0.0,11.061625820518264,14.15914990651213,6.453580318707581e-05,4.0,3.5477964,0.8975568747003928,-0.0289632561592244,2.9575799142608417,-0.1428079918374136,Upper-middle,
25-2022,1.286445,"Middle School Teachers, Except Special and Career/Technical Education",626690.0,626690.0,64290.0,40.5,Bachelor's degree,0.0,11.071159377135732,13.348207279487406,6.462525331503614e-05,4.0,5.14578,1.2937763590390323,-0.0087153435073735,1.0733941343024882,-0.142659421193948,High,
25-2023,0.5199191,"Career/Technical Education Teachers, Middle School",12210.0,12210.0,63860.0,0.9,Bachelor's degree,0.0,11.064448466268772,9.41001056710475,7.371007371007371e-05,4.0,2.0796764,0.5335370253432129,-0.022988462261957,-0.4045533216815925,-0.127570145833058,Upper-middle,
25-2031,1.191325,"Secondary School Teachers, Except Special and Career/Technical Education",1045170.0,1045170.0,65220.0,66.2,Bachelor's degree,0.0,11.085521449343313,13.859690109576023,6.333897834801994e-05,4.0,4.7653,1.1994364738229604,0.0221544249618417,2.0799223392566253,-0.1447958373610446,High,
25-2032,0.3734505,"Career/Technical Education Teachers, Secondary School",90070.0,90070.0,65130.0,6.2,Bachelor's degree,0.0,11.084140551540449,11.40834242477779,6.883535028311313e-05,4.0,1.493802,0.388269669248188,0.0191670280132079,-0.2172844294102077,-0.1356667334263327,Upper-middle,
25-2051,0.3750564,"Special Education Teachers, Preschool",24850.0,24850.0,65270.0,2.1,Bachelor's degree,0.0,11.086287791629264,10.120613031524774,8.450704225352113e-05,4.0,1.5002256,0.389862398660178,0.0238140899333049,-0.3741515903906818,-0.1096371076076753,Upper-middle,
25-2052,0.7357486,"Special Education Teachers, Kindergarten and Elementary School",212850.0,212850.0,64910.0,15.4,Bachelor's degree,0.0,11.080756974027514,12.2683429712563,7.23514211886305e-05,4.0,2.9429944,0.7475964266914281,0.0118645021387699,0.078026058556407,-0.1298267762477906,Upper-middle,
25-2059,-0.6632917,"Special Education Teachers, All Other",43700.0,43700.0,67190.0,2.9,Bachelor's degree,0.0,11.115279705914196,10.685103381083682,6.636155606407323e-05,4.0,-2.6531668,-0.6399698192574688,0.0875452248374913,-0.3288135654829551,-0.1397755391631704,Lower-middle,
25-3011,1.348951,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36890.0,36890.0,60560.0,3.9,Bachelor's degree,0.0,11.01138988811133,10.51569579059072,0.0001057197072377,4.0,5.395804,1.3557697238972726,-0.1325263503785274,-0.3451929792559853,-0.0744042984637616,High,
25-3021,0.526352,Self-Enrichment Teachers,272110.0,272110.0,45330.0,51.4,High school diploma or equivalent,0.0,10.721724343934897,12.513961675290442,0.0001888941971996,1.0,0.526352,0.5399171667183861,-0.6380603006862146,0.2205582259851543,0.0637429325726007,Upper-middle,
25-3099,1.32533,"Teachers and Instructors, All Other",118290.0,118290.0,64390.0,18.0,Bachelor's degree,0.0,11.072713620532229,11.680894515539782,0.0001521683996956,4.0,5.30132,1.3323424485746396,-0.0053960135644472,-0.1494096780629372,0.0027438541880874,High,
25-4011,0.6765602,Archivists,7150.0,7150.0,59910.0,1.1,Master's degree,0.0,11.00059871507797,8.874867635688053,0.0001538461538461,5.0,3.382801,0.6888934529516998,-0.1541019950075488,-0.4167236349989982,0.0055304909363998,Upper-middle,
25-4012,0.7366658,Curators,12510.0,12510.0,61750.0,1.8,Master's degree,0.0,11.030849254490224,9.434283603460957,0.0001438848920863,5.0,3.683329,0.7485061043903367,-0.0930263240577035,-0.4038317616034854,-0.0110144945558807,Upper-middle,Little or no change
25-4013,-0.0912107,Museum Technicians and Conservators,12670.0,12670.0,48670.0,1.9,Bachelor's degree,0.0,10.7928181028275,9.446992273315184,0.0001499605367008,4.0,-0.3648428,-0.0725806700323242,-0.5271946805924735,-0.4034469295618283,-0.0009232576797243,Upper-middle,
25-4031,0.037965,Library Technicians,76670.0,76670.0,39310.0,13.0,Postsecondary nondegree award,0.0,10.579234218415904,11.24726577655294,0.000169557845311,2.0,0.07593,0.0555356116193343,-0.8378839632503824,-0.2495141128989896,0.0316265532238849,Upper-middle,Faster than average
25-9021,0.8604031,Farm and Home Management Educators,8110.0,8110.0,59770.0,1.1,Master's degree,0.0,10.9982591418183,9.000853147109458,0.0001356350184956,5.0,4.3020155,0.8712285883994481,-0.1587490569276458,-0.4144146427490556,-0.0247169794580367,Upper-middle,
25-9031,1.301855,Instructional Coordinators,207270.0,207270.0,74620.0,21.9,Master's degree,0.0,11.220163846775147,12.24177757015095,0.0001056592849905,5.0,6.509275,1.3090599758512662,0.3341714395969211,0.0646050411036157,-0.0745046557504664,High,Faster than average
27-1011,1.02251,Art Directors,51200.0,51200.0,106500.0,12.3,Bachelor's degree,0.0,11.575900264131617,10.8434948110276,0.000240234375,4.0,4.09004,1.032005988932809,1.3923738254018498,-0.3107745635302787,0.1490155132313787,High,
27-1012,-0.9295284,Craft Artists,5830.0,5830.0,36600.0,1.0,No formal educational credential,0.0,10.507803519389457,8.670772279344538,0.0001715265866209,0.0,-0.0,-0.9040230122590018,-0.9278378047036872,-0.4198984993426692,0.0348965000634455,Low,Slower than average
27-1013,-0.5690498,"Fine Artists, Including Painters, Sculptors, and Illustrators",10910.0,10910.0,59300.0,2.2,Bachelor's degree,0.0,10.990364584985818,9.297435078827116,0.0002016498625114,4.0,-2.2761992,-0.5465008324140652,-0.1743499076593997,-0.4076800820200564,0.0849292343299993,Lower-middle,
27-1014,0.7058651,Special Effects Artists and Animators,29940.0,29940.0,99060.0,5.0,Bachelor's degree,0.0,11.503481006142229,10.30695065797362,0.0001670006680026,4.0,2.8234604,0.717958012479333,1.1454156776481277,-0.3619091210654654,0.0273792537864448,Upper-middle,
27-1021,0.867039,Commercial and Industrial Designers,30810.0,30810.0,76250.0,2.5,Bachelor's degree,0.0,11.241772694469658,10.335594591590713,8.114248620577734e-05,4.0,3.468156,0.8778100648955093,0.388276517666621,-0.359816596838955,-0.115225408802852,Upper-middle,Faster than average
27-1022,0.5801539,Fashion Designers,19940.0,19940.0,79290.0,2.3,Bachelor's degree,0.0,11.280867296266443,9.900483043515829,0.0001153460381143,4.0,2.3206156,0.5932778171642081,0.4891841479315829,-0.385961123669034,-0.0584156106310845,Upper-middle,Slower than average
27-1023,-0.2718452,Floral Designers,43350.0,43350.0,34690.0,5.1,High school diploma or equivalent,0.0,10.454206739963796,10.677061982208688,0.0001176470588235,1.0,-0.2718452,-0.2517337187714177,-0.991237006613581,-0.32965538557408,-0.0545937700682276,Lower-middle,Faster than average
27-1024,0.7156958,Graphic Designers,212720.0,212720.0,58910.0,20.0,Bachelor's degree,0.0,10.983766134515731,12.2677320259169,9.40203083866115e-05,4.0,2.8627832,0.727708087222748,-0.1872952944368126,0.0777133825225606,-0.093836212705885,Upper-middle,Slower than average
27-1025,1.12168,Interior Designers,67760.0,67760.0,62510.0,7.8,Bachelor's degree,0.0,11.043081822925858,11.123727329325936,0.0001151121605667,4.0,4.48672,1.1303626585803896,-0.0677994164914631,-0.2709444472187692,-0.0588040655001485,High,Slower than average
27-1026,-1.001413,Merchandise Displayers and Window Trimmers,175790.0,175790.0,36230.0,20.8,High school diploma or equivalent,0.0,10.497642783889123,12.077045379793937,0.0001183229990329,1.0,-1.001413,-0.9753180597022656,-0.9401193254925148,-0.011110663092418,-0.0534710788642474,Low,
27-1027,-0.0519323,Set and Exhibit Designers,10090.0,10090.0,59490.0,2.5,Bachelor's degree,0.0,10.993563510181952,9.219300113347655,0.0002477700693756,4.0,-0.2077292,-0.0336244069176168,-0.1680431807678396,-0.409652346233549,0.1615317945143133,Upper-middle,Slower than average
27-2012,0.9388108,Producers and Directors,154470.0,154470.0,82510.0,12.8,Bachelor's degree,0.0,11.32067477709839,11.947755181708295,8.286398653460219e-05,4.0,3.7552432,0.9489932374538658,0.5960665720938122,-0.0623895326432262,-0.1123661125959958,Upper-middle,
27-2021,-1.814336,Athletes and Sports Competitors,14930.0,14930.0,70280.0,2.1,No formal educational credential,0.0,11.160242542301033,9.611127890533236,0.000140656396517,0.0,-0.0,-1.7815739733850344,0.1901125200739163,-0.3980111769734218,-0.0163768084517564,Low,Faster than average
27-2022,0.1168668,Coaches and Scouts,238980.0,238980.0,45910.0,41.8,Bachelor's degree,0.0,10.734438237243268,12.384135145403745,0.0001749100343124,4.0,0.4674672,0.1337903083743961,-0.6188081870172416,0.1408739413595316,0.0405161790078011,Upper-middle,
27-2023,-0.0325617,"Umpires, Referees, and Other Sports Officials",14840.0,14840.0,35820.0,4.6,High school diploma or equivalent,0.0,10.486261675614704,9.605081516721372,0.0003099730458221,1.0,-0.0325617,-0.0144126724709552,-0.953728578258513,-0.398227644996854,0.2648467527693635,Upper-middle,
27-2032,-1.575769,Choreographers,4190.0,4190.0,52000.0,0.7,High school diploma or equivalent,0.0,10.858998997563564,8.340456012916183,0.0001670644391408,1.0,-1.575769,-1.5449635507994302,-0.4166609934930252,-0.4238430277696545,0.0274851733557506,Low,
27-2041,0.8829641,Music Directors and Composers,10770.0,10770.0,62590.0,4.3,Bachelor's degree,0.0,11.044360799918747,9.284519770150434,0.0003992571959145,4.0,3.5318564,0.8936045571795134,-0.0651439525371219,-0.4080168100565063,0.4131417181650789,Upper-middle,
27-3011,0.8493547,Broadcast Announcers and Radio Disc Jockeys,25070.0,25070.0,44890.0,2.3,Bachelor's degree,0.0,10.711970331775978,10.12942719115234,9.174311926605505e-05,4.0,3.3974188,0.8602708004702928,-0.6526653524350906,-0.3736224463334033,-0.0976184706036491,Upper-middle,
27-3031,1.284927,Public Relations Specialists,275550.0,275550.0,66750.0,27.6,Bachelor's degree,0.0,11.108709576262497,12.52652437931138,0.0001001633097441,4.0,5.139708,1.2922708087261856,0.0729401730886152,0.2288321148807819,-0.083633100812025,High,Little or no change
27-3041,1.128221,Editors,95700.0,95700.0,75020.0,9.8,Bachelor's degree,0.0,11.22551002363588,11.468973577441046,0.0001024033437826,4.0,4.512884,1.136850013386932,0.3474487593686266,-0.2037431519443986,-0.0799125550053905,High,Little or no change
27-3042,1.184001,Technical Writers,47970.0,47970.0,80050.0,4.5,Bachelor's degree,0.0,11.29040671842486,10.77833109449611,9.380863039399623e-05,4.0,4.736004,1.192172540692993,0.5144110554978233,-0.3185433603712314,-0.0941877956078604,High,Faster than average
27-3043,0.9879274,Writers and Authors,49450.0,49450.0,73690.0,13.4,Bachelor's degree,0.0,11.207622383761043,10.808717337050858,0.0002709807886754,4.0,3.9517096,0.9977070138016764,0.3033016711277058,-0.3149836639859032,0.200083237427865,Upper-middle,
27-3091,1.111319,Interpreters and Translators,51560.0,51560.0,57090.0,6.9,Bachelor's degree,0.0,10.952384248958303,10.850501457053124,0.000133824670287,4.0,4.445276,1.120086633026103,-0.2477070993980727,-0.3099086914365502,-0.0277238460147146,High,
27-4011,-0.0117747,Audio and Video Technicians,66700.0,66700.0,51640.0,7.3,Postsecondary nondegree award,0.0,10.85205184496058,11.107960231903714,0.0001094452773613,2.0,-0.0235494,0.0062038455482466,-0.4286105812875602,-0.2734939594947474,-0.0682163771811577,Upper-middle,
27-4012,0.1222249,Broadcast Technicians,26190.0,26190.0,57690.0,1.8,Associate's degree,0.0,10.962839127250936,10.173132937501755,6.872852233676977e-05,3.0,0.3666747,0.1391044645873506,-0.2277911197405144,-0.3709286220418036,-0.1358441674567835,Upper-middle,
27-4014,0.4715462,Sound Engineering Technicians,14600.0,14600.0,59430.0,1.2,Postsecondary nondegree award,0.0,10.992554428360709,9.588776807696428,8.219178082191781e-05,2.0,0.9430924,0.4855608496328625,-0.1700347787335955,-0.3988048930593396,-0.1134826010522121,Upper-middle,Slower than average
27-4021,-0.1680973,Photographers,53630.0,53630.0,40760.0,12.7,High school diploma or equivalent,0.0,10.615456487336662,10.88986389197697,0.0002368077568525,1.0,-0.1680973,-0.1488366941981573,-0.7897536790779499,-0.3049299268976115,0.1433241310646631,Lower-middle,
27-4031,-0.4470009,"Camera Operators, Television, Video, and Film",23940.0,23940.0,61800.0,2.9,Bachelor's degree,0.0,11.031658643445782,10.083305979111964,0.0001211361737677,4.0,-1.7880036,-0.4254529012035115,-0.0913666590862403,-0.3763403226276066,-0.0487985849275352,Lower-middle,
27-4032,0.985707,Film and Video Editors,29240.0,29240.0,66600.0,3.6,Bachelor's degree,0.0,11.10645985652848,10.283292913863717,0.0001231190150478,4.0,3.942828,0.9955048241345846,0.0679611781742257,-0.3635927612477153,-0.0455052189861328,Upper-middle,
29-1011,-0.1911757,Chiropractors,41480.0,41480.0,76530.0,2.8,Doctoral or professional degree,0.0,11.245438099803966,10.632966662343463,6.750241080038572e-05,6.0,-1.1470542,-0.1717258195868306,0.3975706415068148,-0.3341531100609473,-0.1378806562139821,Lower-middle,Faster than average
29-1021,-0.1813301,"Dentists, General",121640.0,121640.0,166300.0,3.9,Doctoral or professional degree,0.0,12.02154866518102,11.7088211417913,3.2061821769154884e-05,6.0,-1.0879806,-0.1619609670439021,3.377333131271823,-0.1413522571907418,-0.1967450898065812,Lower-middle,
29-1022,-0.2389668,Oral and Maxillofacial Surgeons,4160.0,4160.0,205380.0,0.2,Doctoral or professional degree,0.0,12.232617200752284,8.333270353255308,4.807692307692308e-05,6.0,-1.4338008,-0.2191249668571189,4.674527272967452,-0.4239151837774652,-0.1701450841864961,Lower-middle,
29-1023,0.1616631,Orthodontists,6400.0,6400.0,91420.0,0.2,Doctoral or professional degree,0.0,11.423219551885737,8.764053269347762,3.125e-05,6.0,0.9699786,0.1782192171223432,0.8918188700085523,-0.4185275351942658,-0.1980934711378659,Upper-middle,
29-1024,-0.1561403,Prosthodontists,570.0,570.0,234000.0,0.0,Doctoral or professional degree,0.0,12.36307639433984,6.345636360828596,0.0,6.0,-0.9368418,-0.1369777580382691,5.62451950263298,-0.4325498527121463,-0.2499976183332669,Lower-middle,
29-1031,1.342809,Dietitians and Nutritionists,73860.0,73860.0,69680.0,6.2,Bachelor's degree,0.0,11.151668611526384,11.209926688406554,8.394259409694016e-05,4.0,5.371236,1.3496780967421305,0.1701965404163581,-0.2562727256305923,-0.1105746180141826,High,
29-1041,0.5040194,Optometrists,41390.0,41390.0,131860.0,2.4,Doctoral or professional degree,0.0,11.78949603266729,10.630794584742778,5.798502053636144e-05,6.0,3.0241164,0.5177677247442855,2.234155898927979,-0.3343695780843794,-0.1536884010197419,Upper-middle,
29-1051,0.6058705,Pharmacists,331700.0,331700.0,136030.0,14.2,Doctoral or professional degree,0.0,11.820630728627476,12.711986224935144,4.280976786252638e-05,6.0,3.635223,0.6187835056855248,2.3725719575480086,0.3638841094998193,-0.1788934745720663,Upper-middle,
29-1071,0.1059147,Physician Assistants,145740.0,145740.0,130020.0,12.0,Master's degree,0.0,11.77544356375846,11.889579491224271,8.233841086867023e-05,5.0,0.5295735,0.1229280306528345,2.173080227978134,-0.0833869309161415,-0.1132390584112551,Upper-middle,
29-1081,0.6279185,Podiatrists,9470.0,9470.0,141650.0,0.3,Doctoral or professional degree,0.0,11.861114505258662,9.155884186180124,3.167898627243928e-05,6.0,3.767511,0.6406506817709322,2.5591183003404714,-0.4111435703949703,-0.1973809538057221,Upper-middle,
29-1122,0.1151615,Occupational Therapists,144840.0,144840.0,96370.0,10.2,Master's degree,0.0,11.475950228845331,11.883384963879578,7.04225352112676e-05,5.0,0.5758075,0.1320989941790747,1.056125702183408,-0.0855516111504627,-0.1330305260619406,Upper-middle,Faster than average
29-1123,-0.3581922,Physical Therapists,240820.0,240820.0,99710.0,13.2,Doctoral or professional degree,0.0,11.510021251822838,12.39180504544621,5.481272319574786e-05,6.0,-2.1491532,-0.3373725546498048,1.1669913222771489,0.1452995098385882,-0.1589573734394151,Lower-middle,Faster than average
29-1124,-0.2189393,Radiation Therapists,16640.0,16640.0,98300.0,0.9,Associate's degree,0.0,11.495779306135258,9.7195647143752,5.408653846153846e-05,3.0,-0.6568179000000001,-0.1992617198936529,1.120188770081887,-0.3938982845282116,-0.1601635174181497,Lower-middle,Slower than average
29-1125,0.2190109,Recreational Therapists,15540.0,15540.0,57120.0,1.3,Bachelor's degree,0.0,10.952909597013466,9.65117262392164,8.365508365508366e-05,4.0,0.8760436,0.2350966863127791,-0.2467113004151948,-0.3965440048146041,-0.1110521535116013,Upper-middle,Faster than average
29-1126,-0.1880507,Respiratory Therapists,129750.0,129750.0,77960.0,8.8,Associate's degree,0.0,11.263951153621496,11.773364801028135,6.782273603082852e-05,3.0,-0.5641520999999999,-0.1686264488835061,0.445037059690662,-0.1218460830792476,-0.1373486175608204,Lower-middle,Faster than average
29-1127,1.146267,Speech-Language Pathologists,172100.0,172100.0,89290.0,13.3,Master's degree,0.0,11.399644778511265,12.05583098219963,7.728065078442767e-05,5.0,5.731335,1.154748011374834,0.8211171422242205,-0.0199858520531348,-0.1216396575757847,High,Faster than average
29-1128,-0.0331901,Exercise Physiologists,8060.0,8060.0,54860.0,1.7,Bachelor's degree,0.0,10.912539764491594,8.994668835500674,0.0002109181141439,4.0,-0.1327604,-0.0150359187269454,-0.3217281571253308,-0.4145349027620734,0.1003231766332116,Upper-middle,Faster than average
29-1131,-0.0749958,Veterinarians,78220.0,78220.0,119100.0,3.0,Doctoral or professional degree,0.0,11.687718755343392,11.267280648309503,3.83533623114293e-05,6.0,-0.4499748,-0.0564987545067766,1.810609398210573,-0.2457860524954364,-0.1862952643220358,Upper-middle,Faster than average
29-1141,0.2294097,Registered Nurses,3175390.0,3175390.0,86070.0,189.1,Bachelor's degree,0.0,11.36291619764352,14.97094101741104,5.955174010121592e-05,4.0,0.9176388,0.2454102018550929,0.7142347180619912,7.203528037874007,-0.151086185246682,Upper-middle,
29-1151,0.2413191,Nurse Anesthetists,47810.0,47810.0,212650.0,2.7,Master's degree,0.0,12.26740290068178,10.77499010162015,5.647354110018825e-05,5.0,1.2065955000000002,0.2572219284004282,4.915842559818199,-0.3189281924128884,-0.1561988666561564,Upper-middle,
29-1161,0.1966265,Nurse Midwives,6960.0,6960.0,129650.0,0.5,Master's degree,0.0,11.77259379096681,8.847934753328465,7.183908045977011e-05,5.0,0.9831325,0.2128958691699002,2.160798707189306,-0.417180623048466,-0.1306777397231495,Upper-middle,Slower than average
29-1171,0.1900572,Nurse Practitioners,280140.0,280140.0,126260.0,29.5,Master's degree,0.0,11.746098551921616,12.543044757193035,0.0001053044906118,5.0,0.950286,0.2063804464622683,2.048273422124102,0.2398719840758198,-0.0750939453395545,Upper-middle,Faster than average
29-1181,0.6329063,Audiologists,13880.0,13880.0,87740.0,0.7,Doctoral or professional degree,0.0,11.382133174720204,9.538204234060796,5.043227665706052e-05,6.0,3.7974378,0.6455975749530256,0.7696675281088616,-0.4005366372467965,-0.1662330003810347,Upper-middle,Faster than average
29-2031,-0.0909526,Cardiovascular Technologists and Technicians,55660.0,55660.0,66170.0,3.8,Associate's degree,0.0,11.099982467006106,10.92701703507988,6.827164929931729e-05,3.0,-0.2728578,-0.0723246868071952,0.0536880594196422,-0.3000473703690871,-0.1366030028291209,Upper-middle,
29-2032,-0.264054,Diagnostic Medical Sonographers,82780.0,82780.0,84470.0,5.8,Associate's degree,0.0,11.344151720721545,11.323941765302724,7.00652331481034e-05,3.0,-0.792162,-0.2440064173238204,0.6611254389751692,-0.2348183393082092,-0.1336239807460909,Lower-middle,Faster than average
29-2033,0.0855276,Nuclear Medicine Technologists,16560.0,16560.0,92500.0,0.9,Associate's degree,0.0,11.434963923500517,9.71474542793925,5.434782608695653e-05,3.0,0.2565828,0.1027081329037955,0.9276676333921572,-0.3940907005490402,-0.1597295362543086,Upper-middle,
29-2034,-0.5559037,Radiologic Technologists and Technicians,221170.0,221170.0,73410.0,12.9,Associate's degree,0.0,11.203815445104826,12.306686915562768,5.832617443595424e-05,3.0,-1.6677111,-0.5334625485091135,0.2940075472875119,0.098037324722576,-0.1531217673486779,Lower-middle,
29-2035,-0.0727627,Magnetic Resonance Imaging Technologists,41340.0,41340.0,83740.0,2.6,Associate's degree,0.0,11.335472039573135,10.62958583323576,6.289308176100629e-05,3.0,-0.2182880999999999,-0.0542839689971465,0.6368943303918067,-0.3344898380973973,-0.1455364415878057,Upper-middle,
29-2051,-0.1260282,Dietetic Technicians,24240.0,24240.0,36520.0,4.0,Associate's degree,0.0,10.505615334708905,10.09575944018325,0.0001650165016501,3.0,-0.3780846,-0.1071126186604843,-0.9304932686580284,-0.3756187625494995,0.0240836869889828,Lower-middle,Faster than average
29-2052,0.0070256,Pharmacy Technicians,460280.0,460280.0,40300.0,49.0,High school diploma or equivalent,0.0,10.604106747934772,13.039590278937396,0.0001064569392543,1.0,0.0070256,0.0248499572390343,-0.8050225968154113,0.6731447589765038,-0.07317980569229,Upper-middle,Faster than average
29-2053,-0.2203484,Psychiatric Technicians,115940.0,115940.0,39700.0,15.9,Postsecondary nondegree award,0.0,10.589106466675284,11.660828094893724,0.0001371398999482,2.0,-0.4406968,-0.2006592633362303,-0.8249385764729695,-0.1550618986747758,-0.022217472628419,Lower-middle,Faster than average
29-2055,-0.4830476,Surgical Technologists,110320.0,110320.0,60610.0,7.0,Postsecondary nondegree award,0.0,11.01221517494533,11.611140512467184,6.34517766497462e-05,2.0,-0.9660952,-0.4612039687016001,-0.1308666854070642,-0.1685791241379814,-0.1446084869720465,Lower-middle,Faster than average
29-2056,-0.3623179,Veterinary Technologists and Technicians,122000.0,122000.0,43740.0,14.3,Associate's degree,0.0,10.68601829423076,11.711776323715394,0.000117213114754,3.0,-1.0869537,-0.3414644182372306,-0.6908376467787439,-0.1404863850970133,-0.0553145219675659,Lower-middle,
29-2057,0.078734,Ophthalmic Medical Technicians,73390.0,73390.0,41780.0,12.5,Postsecondary nondegree award,0.0,10.640173035110555,11.203542965539109,0.0001703229322796,2.0,0.157468,0.0959702497645619,-0.7558965136601009,-0.25740316975296,0.0328973111961025,Upper-middle,
